Ngày,Đài,G.8
24/02/2015,Bến Tre,13
24/02/2015,Vũng Tàu,01
25/02/2015,Cần Thơ,18
25/02/2015,Sóc Trăng,19
25/02/2015,Đồng Nai,75
26/02/2015,An Giang,71
26/02/2015,Bình Thuận,29
26/02/2015,Tây Ninh,56
27/02/2015,Bình Dương,11
27/02/2015,Trà Vinh,48
27/02/2015,Vĩnh Long,33
28/02/2015,Bình Phước,55
28/02/2015,Hậu Giang,73
28/02/2015,Hồ Chí Minh,90
28/02/2015,Long An,66
01/03/2015,Kiên Giang,54
01/03/2015,Tiền Giang,15
01/03/2015,Đà Lạt,42
02/03/2015,Cà Mau,27
02/03/2015,Hồ Chí Minh,73
02/03/2015,Đồng Tháp,24
03/03/2015,Bạc Liêu,35
03/03/2015,Bến Tre,32
03/03/2015,Vũng Tàu,60
04/03/2015,Cần Thơ,34
04/03/2015,Sóc Trăng,85
04/03/2015,Đồng Nai,80
05/03/2015,An Giang,97
05/03/2015,Bình Thuận,85
05/03/2015,Tây Ninh,75
06/03/2015,Bình Dương,66
06/03/2015,Trà Vinh,89
06/03/2015,Vĩnh Long,15
07/03/2015,Bình Phước,02
07/03/2015,Hậu Giang,82
07/03/2015,Hồ Chí Minh,79
07/03/2015,Long An,52
08/03/2015,Kiên Giang,00
08/03/2015,Tiền Giang,54
08/03/2015,Đà Lạt,43
09/03/2015,Cà Mau,32
09/03/2015,Hồ Chí Minh,36
09/03/2015,Đồng Tháp,39
10/03/2015,Bạc Liêu,56
10/03/2015,Bến Tre,03
10/03/2015,Vũng Tàu,97
11/03/2015,Cần Thơ,33
11/03/2015,Sóc Trăng,74
11/03/2015,Đồng Nai,01
12/03/2015,An Giang,34
12/03/2015,Bình Thuận,39
12/03/2015,Tây Ninh,39
13/03/2015,Bình Dương,10
13/03/2015,Trà Vinh,29
13/03/2015,Vĩnh Long,04
14/03/2015,Bình Phước,46
14/03/2015,Hậu Giang,23
14/03/2015,Hồ Chí Minh,65
14/03/2015,Long An,74
15/03/2015,Kiên Giang,67
15/03/2015,Tiền Giang,34
15/03/2015,Đà Lạt,50
16/03/2015,Cà Mau,25
16/03/2015,Hồ Chí Minh,22
16/03/2015,Đồng Tháp,26
17/03/2015,Bạc Liêu,62
17/03/2015,Bến Tre,14
17/03/2015,Vũng Tàu,62
18/03/2015,Cần Thơ,66
18/03/2015,Sóc Trăng,47
18/03/2015,Đồng Nai,41
19/03/2015,An Giang,51
19/03/2015,Bình Thuận,48
19/03/2015,Tây Ninh,66
20/03/2015,Bình Dương,34
20/03/2015,Trà Vinh,02
20/03/2015,Vĩnh Long,83
21/03/2015,Bình Phước,79
21/03/2015,Hậu Giang,38
21/03/2015,Hồ Chí Minh,29
21/03/2015,Long An,99
22/03/2015,Kiên Giang,45
22/03/2015,Tiền Giang,33
22/03/2015,Đà Lạt,05
23/03/2015,Cà Mau,73
23/03/2015,Hồ Chí Minh,87
23/03/2015,Đồng Tháp,78
24/03/2015,Bạc Liêu,15
24/03/2015,Bến Tre,36
24/03/2015,Vũng Tàu,33
25/03/2015,Cần Thơ,66
25/03/2015,Sóc Trăng,37
25/03/2015,Đồng Nai,95
26/03/2015,An Giang,40
26/03/2015,Bình Thuận,22
26/03/2015,Tây Ninh,91
27/03/2015,Bình Dương,96
27/03/2015,Trà Vinh,75
27/03/2015,Vĩnh Long,29
28/03/2015,Bình Phước,06
28/03/2015,Hậu Giang,69
28/03/2015,Hồ Chí Minh,40
28/03/2015,Long An,48
29/03/2015,Kiên Giang,74
29/03/2015,Tiền Giang,13
29/03/2015,Đà Lạt,08
30/03/2015,Cà Mau,50
30/03/2015,Hồ Chí Minh,35
30/03/2015,Đồng Tháp,96
31/03/2015,Bạc Liêu,86
31/03/2015,Bến Tre,50
31/03/2015,Vũng Tàu,20
01/04/2015,Cần Thơ,54
01/04/2015,Sóc Trăng,77
01/04/2015,Đồng Nai,61
02/04/2015,An Giang,01
02/04/2015,Bình Thuận,51
02/04/2015,Tây Ninh,32
03/04/2015,Bình Dương,32
03/04/2015,Trà Vinh,14
03/04/2015,Vĩnh Long,06
04/04/2015,Bình Phước,54
04/04/2015,Hậu Giang,53
04/04/2015,Hồ Chí Minh,12
04/04/2015,Long An,14
05/04/2015,Kiên Giang,92
05/04/2015,Tiền Giang,26
05/04/2015,Đà Lạt,93
06/04/2015,Cà Mau,10
06/04/2015,Hồ Chí Minh,56
06/04/2015,Đồng Tháp,66
07/04/2015,Bạc Liêu,53
07/04/2015,Bến Tre,01
07/04/2015,Vũng Tàu,57
08/04/2015,Cần Thơ,36
08/04/2015,Sóc Trăng,02
08/04/2015,Đồng Nai,28
09/04/2015,An Giang,87
09/04/2015,Bình Thuận,82
09/04/2015,Tây Ninh,37
10/04/2015,Bình Dương,80
10/04/2015,Trà Vinh,28
10/04/2015,Vĩnh Long,69
11/04/2015,Bình Phước,67
11/04/2015,Hậu Giang,77
11/04/2015,Hồ Chí Minh,63
11/04/2015,Long An,94
12/04/2015,Kiên Giang,02
12/04/2015,Tiền Giang,40
12/04/2015,Đà Lạt,32
13/04/2015,Cà Mau,37
13/04/2015,Hồ Chí Minh,08
13/04/2015,Đồng Tháp,76
14/04/2015,Bạc Liêu,47
14/04/2015,Bến Tre,21
14/04/2015,Vũng Tàu,02
15/04/2015,Cần Thơ,64
15/04/2015,Sóc Trăng,98
15/04/2015,Đồng Nai,71
16/04/2015,An Giang,04
16/04/2015,Bình Thuận,13
16/04/2015,Tây Ninh,50
17/04/2015,Bình Dương,25
17/04/2015,Trà Vinh,66
17/04/2015,Vĩnh Long,04
18/04/2015,Bình Phước,89
18/04/2015,Hậu Giang,91
18/04/2015,Hồ Chí Minh,38
18/04/2015,Long An,76
19/04/2015,Kiên Giang,16
19/04/2015,Tiền Giang,90
19/04/2015,Đà Lạt,88
20/04/2015,Cà Mau,27
20/04/2015,Hồ Chí Minh,94
20/04/2015,Đồng Tháp,97
21/04/2015,Bạc Liêu,57
21/04/2015,Bến Tre,73
21/04/2015,Vũng Tàu,23
22/04/2015,Cần Thơ,56
22/04/2015,Sóc Trăng,75
22/04/2015,Đồng Nai,58
23/04/2015,An Giang,26
23/04/2015,Bình Thuận,35
23/04/2015,Tây Ninh,03
24/04/2015,Bình Dương,12
24/04/2015,Trà Vinh,58
24/04/2015,Vĩnh Long,68
25/04/2015,Bình Phước,89
25/04/2015,Hậu Giang,26
25/04/2015,Hồ Chí Minh,44
25/04/2015,Long An,16
26/04/2015,Kiên Giang,39
26/04/2015,Tiền Giang,50
26/04/2015,Đà Lạt,02
27/04/2015,Cà Mau,51
27/04/2015,Hồ Chí Minh,74
27/04/2015,Đồng Tháp,97
28/04/2015,Bạc Liêu,78
28/04/2015,Bến Tre,98
28/04/2015,Vũng Tàu,33
29/04/2015,Cần Thơ,50
29/04/2015,Sóc Trăng,49
29/04/2015,Đồng Nai,02
30/04/2015,An Giang,88
30/04/2015,Bình Thuận,85
30/04/2015,Tây Ninh,06
01/05/2015,Bình Dương,15
01/05/2015,Trà Vinh,28
01/05/2015,Vĩnh Long,39
02/05/2015,Bình Phước,08
02/05/2015,Hậu Giang,95
02/05/2015,Hồ Chí Minh,28
02/05/2015,Long An,26
03/05/2015,Kiên Giang,27
03/05/2015,Tiền Giang,27
03/05/2015,Đà Lạt,11
04/05/2015,Cà Mau,87
04/05/2015,Hồ Chí Minh,18
04/05/2015,Đồng Tháp,46
05/05/2015,Bạc Liêu,24
05/05/2015,Bến Tre,34
05/05/2015,Vũng Tàu,38
06/05/2015,Cần Thơ,92
06/05/2015,Sóc Trăng,16
06/05/2015,Đồng Nai,93
07/05/2015,An Giang,34
07/05/2015,Bình Thuận,06
07/05/2015,Tây Ninh,05
08/05/2015,Bình Dương,01
08/05/2015,Trà Vinh,57
08/05/2015,Vĩnh Long,32
09/05/2015,Bình Phước,76
09/05/2015,Hậu Giang,14
09/05/2015,Hồ Chí Minh,32
09/05/2015,Long An,56
10/05/2015,Kiên Giang,89
10/05/2015,Tiền Giang,54
10/05/2015,Đà Lạt,66
11/05/2015,Cà Mau,95
11/05/2015,Hồ Chí Minh,04
11/05/2015,Đồng Tháp,21
12/05/2015,Bạc Liêu,08
12/05/2015,Bến Tre,66
12/05/2015,Vũng Tàu,14
13/05/2015,Cần Thơ,18
13/05/2015,Sóc Trăng,45
13/05/2015,Đồng Nai,63
14/05/2015,An Giang,55
14/05/2015,Bình Thuận,88
14/05/2015,Tây Ninh,58
15/05/2015,Bình Dương,01
15/05/2015,Trà Vinh,03
15/05/2015,Vĩnh Long,68
16/05/2015,Bình Phước,76
16/05/2015,Hậu Giang,96
16/05/2015,Hồ Chí Minh,97
16/05/2015,Long An,87
17/05/2015,Kiên Giang,75
17/05/2015,Tiền Giang,22
17/05/2015,Đà Lạt,44
18/05/2015,Cà Mau,51
18/05/2015,Hồ Chí Minh,29
18/05/2015,Đồng Tháp,67
19/05/2015,Bạc Liêu,47
19/05/2015,Bến Tre,52
19/05/2015,Vũng Tàu,49
20/05/2015,Cần Thơ,24
20/05/2015,Sóc Trăng,51
20/05/2015,Đồng Nai,72
21/05/2015,An Giang,47
21/05/2015,Bình Thuận,86
21/05/2015,Tây Ninh,17
22/05/2015,Bình Dương,50
22/05/2015,Trà Vinh,94
22/05/2015,Vĩnh Long,21
23/05/2015,Bình Phước,09
23/05/2015,Hậu Giang,09
23/05/2015,Hồ Chí Minh,28
23/05/2015,Long An,46
24/05/2015,Kiên Giang,87
24/05/2015,Tiền Giang,26
24/05/2015,Đà Lạt,55
25/05/2015,Cà Mau,25
25/05/2015,Hồ Chí Minh,56
25/05/2015,Đồng Tháp,33
26/05/2015,Bạc Liêu,29
26/05/2015,Bến Tre,10
26/05/2015,Vũng Tàu,48
27/05/2015,Cần Thơ,38
27/05/2015,Sóc Trăng,78
27/05/2015,Đồng Nai,28
28/05/2015,An Giang,37
28/05/2015,Bình Thuận,54
28/05/2015,Tây Ninh,82
29/05/2015,Bình Dương,59
29/05/2015,Trà Vinh,37
29/05/2015,Vĩnh Long,08
30/05/2015,Bình Phước,53
30/05/2015,Hậu Giang,79
30/05/2015,Hồ Chí Minh,83
30/05/2015,Long An,74
31/05/2015,Kiên Giang,78
31/05/2015,Tiền Giang,03
31/05/2015,Đà Lạt,37
01/06/2015,Cà Mau,11
01/06/2015,Hồ Chí Minh,83
01/06/2015,Đồng Tháp,17
02/06/2015,Cà Mau,00
02/06/2015,Hồ Chí Minh,90
02/06/2015,Đồng Tháp,11
03/06/2015,Cần Thơ,93
03/06/2015,Sóc Trăng,74
03/06/2015,Đồng Nai,80
04/06/2015,An Giang,19
04/06/2015,Bình Thuận,07
04/06/2015,Tây Ninh,59
05/06/2015,Bình Dương,80
05/06/2015,Trà Vinh,82
05/06/2015,Vĩnh Long,86
06/06/2015,Bình Phước,00
06/06/2015,Hậu Giang,57
06/06/2015,Hồ Chí Minh,76
06/06/2015,Long An,67
07/06/2015,Kiên Giang,42
07/06/2015,Tiền Giang,26
07/06/2015,Đà Lạt,01
08/06/2015,Cà Mau,81
08/06/2015,Hồ Chí Minh,81
08/06/2015,Đồng Tháp,79
09/06/2015,Bạc Liêu,41
09/06/2015,Bến Tre,13
09/06/2015,Vũng Tàu,13
10/06/2015,Cần Thơ,45
10/06/2015,Sóc Trăng,62
10/06/2015,Đồng Nai,78
11/06/2015,An Giang,57
11/06/2015,Bình Thuận,28
11/06/2015,Tây Ninh,08
12/06/2015,Bình Dương,39
12/06/2015,Trà Vinh,04
12/06/2015,Vĩnh Long,69
13/06/2015,Bình Phước,11
13/06/2015,Hậu Giang,52
13/06/2015,Hồ Chí Minh,79
13/06/2015,Long An,06
14/06/2015,Kiên Giang,04
14/06/2015,Tiền Giang,90
14/06/2015,Đà Lạt,56
15/06/2015,Cà Mau,95
15/06/2015,Hồ Chí Minh,07
15/06/2015,Đồng Tháp,39
16/06/2015,Bạc Liêu,45
16/06/2015,Bến Tre,79
16/06/2015,Vũng Tàu,33
17/06/2015,Cần Thơ,18
17/06/2015,Sóc Trăng,32
17/06/2015,Đồng Nai,85
18/06/2015,An Giang,15
18/06/2015,Bình Thuận,55
18/06/2015,Tây Ninh,47
19/06/2015,Bình Dương,99
19/06/2015,Trà Vinh,53
19/06/2015,Vĩnh Long,82
20/06/2015,Bình Phước,93
20/06/2015,Hậu Giang,69
20/06/2015,Hồ Chí Minh,56
20/06/2015,Long An,60
21/06/2015,Kiên Giang,66
21/06/2015,Tiền Giang,94
21/06/2015,Đà Lạt,64
22/06/2015,Cà Mau,52
22/06/2015,Hồ Chí Minh,16
22/06/2015,Đồng Tháp,82
23/06/2015,Bạc Liêu,40
23/06/2015,Bến Tre,48
23/06/2015,Vũng Tàu,42
24/06/2015,Cần Thơ,34
24/06/2015,Sóc Trăng,86
24/06/2015,Đồng Nai,54
25/06/2015,An Giang,16
25/06/2015,Bình Thuận,97
25/06/2015,Tây Ninh,31
26/06/2015,Bình Dương,78
26/06/2015,Trà Vinh,13
26/06/2015,Vĩnh Long,03
27/06/2015,Bình Phước,51
27/06/2015,Hậu Giang,33
27/06/2015,Hồ Chí Minh,57
27/06/2015,Long An,68
28/06/2015,Kiên Giang,86
28/06/2015,Tiền Giang,97
28/06/2015,Đà Lạt,59
29/06/2015,Cà Mau,47
29/06/2015,Hồ Chí Minh,22
29/06/2015,Đồng Tháp,95
30/06/2015,Bạc Liêu,15
30/06/2015,Bến Tre,43
30/06/2015,Vũng Tàu,35
01/07/2015,Cần Thơ,85
01/07/2015,Sóc Trăng,86
01/07/2015,Đồng Nai,89
02/07/2015,An Giang,65
02/07/2015,Bình Thuận,37
02/07/2015,Tây Ninh,63
03/07/2015,Bình Dương,55
03/07/2015,Trà Vinh,00
03/07/2015,Vĩnh Long,65
04/07/2015,Bình Phước,12
04/07/2015,Hậu Giang,39
04/07/2015,Hồ Chí Minh,24
04/07/2015,Long An,55
05/07/2015,Kiên Giang,97
05/07/2015,Tiền Giang,20
05/07/2015,Đà Lạt,72
06/07/2015,Cà Mau,09
06/07/2015,Hồ Chí Minh,09
06/07/2015,Đồng Tháp,91
07/07/2015,Bạc Liêu,20
07/07/2015,Bến Tre,53
07/07/2015,Vũng Tàu,23
08/07/2015,Cần Thơ,42
08/07/2015,Sóc Trăng,91
08/07/2015,Đồng Nai,40
09/07/2015,An Giang,00
09/07/2015,Bình Thuận,00
09/07/2015,Tây Ninh,06
10/07/2015,Bình Dương,27
10/07/2015,Trà Vinh,21
10/07/2015,Vĩnh Long,72
11/07/2015,Bình Phước,94
11/07/2015,Hậu Giang,07
11/07/2015,Hồ Chí Minh,28
11/07/2015,Long An,74
12/07/2015,Kiên Giang,80
12/07/2015,Tiền Giang,39
12/07/2015,Đà Lạt,96
13/07/2015,Cà Mau,99
13/07/2015,Hồ Chí Minh,52
13/07/2015,Đồng Tháp,03
14/07/2015,Bạc Liêu,52
14/07/2015,Bến Tre,67
14/07/2015,Vũng Tàu,90
15/07/2015,Cần Thơ,20
15/07/2015,Sóc Trăng,10
15/07/2015,Đồng Nai,47
16/07/2015,An Giang,77
16/07/2015,Bình Thuận,73
16/07/2015,Tây Ninh,34
17/07/2015,Bình Dương,72
17/07/2015,Trà Vinh,89
17/07/2015,Vĩnh Long,12
18/07/2015,Bình Phước,80
18/07/2015,Hậu Giang,12
18/07/2015,Hồ Chí Minh,36
18/07/2015,Long An,13
19/07/2015,Kiên Giang,29
19/07/2015,Tiền Giang,07
19/07/2015,Đà Lạt,17
20/07/2015,Cà Mau,19
20/07/2015,Hồ Chí Minh,30
20/07/2015,Đồng Tháp,63
21/07/2015,Bạc Liêu,66
21/07/2015,Bến Tre,60
21/07/2015,Vũng Tàu,73
22/07/2015,Cần Thơ,81
22/07/2015,Sóc Trăng,34
22/07/2015,Đồng Nai,37
23/07/2015,An Giang,36
23/07/2015,Bình Thuận,29
23/07/2015,Tây Ninh,50
24/07/2015,Bình Dương,30
24/07/2015,Trà Vinh,42
24/07/2015,Vĩnh Long,12
25/07/2015,Bình Phước,62
25/07/2015,Hậu Giang,85
25/07/2015,Hồ Chí Minh,90
25/07/2015,Long An,34
26/07/2015,Kiên Giang,27
26/07/2015,Tiền Giang,60
26/07/2015,Đà Lạt,34
27/07/2015,Cà Mau,18
27/07/2015,Hồ Chí Minh,99
27/07/2015,Đồng Tháp,02
28/07/2015,Bạc Liêu,74
28/07/2015,Bến Tre,73
28/07/2015,Vũng Tàu,38
29/07/2015,Cần Thơ,81
29/07/2015,Sóc Trăng,92
29/07/2015,Đồng Nai,58
30/07/2015,An Giang,97
30/07/2015,Bình Thuận,58
30/07/2015,Tây Ninh,81
31/07/2015,Bình Dương,73
31/07/2015,Trà Vinh,01
31/07/2015,Vĩnh Long,01
01/08/2015,Bình Phước,96
01/08/2015,Hậu Giang,34
01/08/2015,Hồ Chí Minh,02
01/08/2015,Long An,90
02/08/2015,Kiên Giang,70
02/08/2015,Tiền Giang,85
02/08/2015,Đà Lạt,20
03/08/2015,Cà Mau,46
03/08/2015,Hồ Chí Minh,87
03/08/2015,Đồng Tháp,06
04/08/2015,Bạc Liêu,26
04/08/2015,Bến Tre,73
04/08/2015,Vũng Tàu,77
05/08/2015,Cần Thơ,78
05/08/2015,Sóc Trăng,78
05/08/2015,Đồng Nai,34
06/08/2015,An Giang,64
06/08/2015,Bình Thuận,32
06/08/2015,Tây Ninh,94
07/08/2015,Bình Dương,94
07/08/2015,Trà Vinh,25
07/08/2015,Vĩnh Long,03
08/08/2015,Bình Phước,80
08/08/2015,Hậu Giang,53
08/08/2015,Hồ Chí Minh,29
08/08/2015,Long An,78
09/08/2015,Kiên Giang,52
09/08/2015,Tiền Giang,69
09/08/2015,Đà Lạt,69
10/08/2015,Cà Mau,91
10/08/2015,Hồ Chí Minh,73
10/08/2015,Đồng Tháp,00
11/08/2015,Bạc Liêu,49
11/08/2015,Bến Tre,37
11/08/2015,Vũng Tàu,20
12/08/2015,Cần Thơ,33
12/08/2015,Sóc Trăng,90
12/08/2015,Đồng Nai,16
13/08/2015,An Giang,03
13/08/2015,Bình Thuận,31
13/08/2015,Tây Ninh,76
14/08/2015,Bình Dương,10
14/08/2015,Trà Vinh,21
14/08/2015,Vĩnh Long,33
15/08/2015,Bình Phước,16
15/08/2015,Hậu Giang,61
15/08/2015,Hồ Chí Minh,05
15/08/2015,Long An,45
16/08/2015,Kiên Giang,93
16/08/2015,Tiền Giang,28
16/08/2015,Đà Lạt,25
17/08/2015,Cà Mau,79
17/08/2015,Hồ Chí Minh,45
17/08/2015,Đồng Tháp,56
18/08/2015,Bạc Liêu,01
18/08/2015,Bến Tre,48
18/08/2015,Vũng Tàu,23
19/08/2015,Cần Thơ,40
19/08/2015,Sóc Trăng,93
19/08/2015,Đồng Nai,48
20/08/2015,An Giang,65
20/08/2015,Bình Thuận,50
20/08/2015,Tây Ninh,41
21/08/2015,Bình Dương,68
21/08/2015,Trà Vinh,83
21/08/2015,Vĩnh Long,13
22/08/2015,Bình Phước,29
22/08/2015,Hậu Giang,77
22/08/2015,Hồ Chí Minh,87
22/08/2015,Long An,41
23/08/2015,Kiên Giang,75
23/08/2015,Tiền Giang,76
23/08/2015,Đà Lạt,13
24/08/2015,Cà Mau,28
24/08/2015,Hồ Chí Minh,69
24/08/2015,Đồng Tháp,71
25/08/2015,Bạc Liêu,78
25/08/2015,Bến Tre,20
25/08/2015,Vũng Tàu,09
26/08/2015,Cần Thơ,84
26/08/2015,Sóc Trăng,06
26/08/2015,Đồng Nai,95
27/08/2015,An Giang,05
27/08/2015,Bình Thuận,57
27/08/2015,Tây Ninh,09
28/08/2015,Bình Dương,27
28/08/2015,Trà Vinh,83
28/08/2015,Vĩnh Long,22
29/08/2015,Bình Phước,98
29/08/2015,Hậu Giang,21
29/08/2015,Hồ Chí Minh,12
29/08/2015,Long An,13
30/08/2015,Kiên Giang,21
30/08/2015,Tiền Giang,97
30/08/2015,Đà Lạt,91
31/08/2015,Cà Mau,90
31/08/2015,Hồ Chí Minh,40
31/08/2015,Đồng Tháp,59
01/09/2015,Bạc Liêu,17
01/09/2015,Bến Tre,89
01/09/2015,Vũng Tàu,98
02/09/2015,Cần Thơ,99
02/09/2015,Sóc Trăng,75
02/09/2015,Đồng Nai,03
03/09/2015,An Giang,89
03/09/2015,Bình Thuận,71
03/09/2015,Tây Ninh,06
04/09/2015,Bình Dương,31
04/09/2015,Trà Vinh,71
04/09/2015,Vĩnh Long,45
05/09/2015,Bình Phước,60
05/09/2015,Hậu Giang,58
05/09/2015,Hồ Chí Minh,99
05/09/2015,Long An,25
06/09/2015,Kiên Giang,50
06/09/2015,Tiền Giang,26
06/09/2015,Đà Lạt,97
07/09/2015,Cà Mau,14
07/09/2015,Hồ Chí Minh,40
07/09/2015,Đồng Tháp,41
08/09/2015,Bạc Liêu,24
08/09/2015,Bến Tre,17
08/09/2015,Vũng Tàu,81
09/09/2015,Cần Thơ,11
09/09/2015,Sóc Trăng,65
09/09/2015,Đồng Nai,75
10/09/2015,An Giang,25
10/09/2015,Bình Thuận,12
10/09/2015,Tây Ninh,42
11/09/2015,Bình Dương,36
11/09/2015,Trà Vinh,79
11/09/2015,Vĩnh Long,78
12/09/2015,Bình Phước,93
12/09/2015,Hậu Giang,66
12/09/2015,Hồ Chí Minh,66
12/09/2015,Long An,51
13/09/2015,Kiên Giang,55
13/09/2015,Tiền Giang,53
13/09/2015,Đà Lạt,51
14/09/2015,Cà Mau,33
14/09/2015,Hồ Chí Minh,03
14/09/2015,Đồng Tháp,79
15/09/2015,Bạc Liêu,57
15/09/2015,Bến Tre,56
15/09/2015,Vũng Tàu,98
16/09/2015,Cần Thơ,46
16/09/2015,Sóc Trăng,63
16/09/2015,Đồng Nai,64
17/09/2015,An Giang,31
17/09/2015,Bình Thuận,73
17/09/2015,Tây Ninh,98
18/09/2015,Bình Dương,05
18/09/2015,Trà Vinh,81
18/09/2015,Vĩnh Long,80
19/09/2015,Bình Phước,26
19/09/2015,Hậu Giang,58
19/09/2015,Hồ Chí Minh,74
19/09/2015,Long An,48
20/09/2015,Kiên Giang,85
20/09/2015,Tiền Giang,65
20/09/2015,Đà Lạt,31
21/09/2015,Cà Mau,59
21/09/2015,Hồ Chí Minh,71
21/09/2015,Đồng Tháp,30
22/09/2015,Bạc Liêu,58
22/09/2015,Bến Tre,79
22/09/2015,Vũng Tàu,28
23/09/2015,Cần Thơ,73
23/09/2015,Sóc Trăng,74
23/09/2015,Đồng Nai,59
24/09/2015,An Giang,18
24/09/2015,Bình Thuận,90
24/09/2015,Tây Ninh,11
25/09/2015,Bình Dương,25
25/09/2015,Trà Vinh,98
25/09/2015,Vĩnh Long,15
26/09/2015,Bình Phước,74
26/09/2015,Hậu Giang,97
26/09/2015,Hồ Chí Minh,27
26/09/2015,Long An,33
27/09/2015,Kiên Giang,54
27/09/2015,Tiền Giang,77
27/09/2015,Đà Lạt,03
28/09/2015,Cà Mau,04
28/09/2015,Hồ Chí Minh,90
28/09/2015,Đồng Tháp,09
29/09/2015,Bạc Liêu,90
29/09/2015,Bến Tre,72
29/09/2015,Vũng Tàu,06
30/09/2015,Cần Thơ,34
30/09/2015,Sóc Trăng,65
30/09/2015,Đồng Nai,87
01/10/2015,An Giang,49
01/10/2015,Bình Thuận,93
01/10/2015,Tây Ninh,14
02/10/2015,Bình Dương,56
02/10/2015,Trà Vinh,26
02/10/2015,Vĩnh Long,43
03/10/2015,Bình Phước,21
03/10/2015,Hậu Giang,03
03/10/2015,Hồ Chí Minh,17
03/10/2015,Long An,24
04/10/2015,Kiên Giang,01
04/10/2015,Tiền Giang,15
04/10/2015,Đà Lạt,34
05/10/2015,Cà Mau,31
05/10/2015,Hồ Chí Minh,61
05/10/2015,Đồng Tháp,13
06/10/2015,Bạc Liêu,16
06/10/2015,Bến Tre,60
06/10/2015,Vũng Tàu,41
07/10/2015,Cần Thơ,67
07/10/2015,Sóc Trăng,50
07/10/2015,Đồng Nai,89
08/10/2015,An Giang,54
08/10/2015,Bình Thuận,70
08/10/2015,Tây Ninh,11
09/10/2015,Bình Dương,50
09/10/2015,Trà Vinh,63
09/10/2015,Vĩnh Long,74
10/10/2015,Bình Phước,41
10/10/2015,Hậu Giang,97
10/10/2015,Hồ Chí Minh,41
10/10/2015,Long An,37
11/10/2015,Kiên Giang,26
11/10/2015,Tiền Giang,87
11/10/2015,Đà Lạt,24
12/10/2015,Cà Mau,19
12/10/2015,Hồ Chí Minh,00
12/10/2015,Đồng Tháp,65
13/10/2015,Bạc Liêu,81
13/10/2015,Bến Tre,43
13/10/2015,Vũng Tàu,24
14/10/2015,Cần Thơ,81
14/10/2015,Sóc Trăng,84
14/10/2015,Đồng Nai,47
15/10/2015,An Giang,21
15/10/2015,Bình Thuận,10
15/10/2015,Tây Ninh,14
16/10/2015,Bình Dương,16
16/10/2015,Trà Vinh,45
16/10/2015,Vĩnh Long,11
17/10/2015,Bình Phước,06
17/10/2015,Hậu Giang,87
17/10/2015,Hồ Chí Minh,79
17/10/2015,Long An,80
18/10/2015,Kiên Giang,33
18/10/2015,Tiền Giang,16
18/10/2015,Đà Lạt,42
19/10/2015,Cà Mau,22
19/10/2015,Hồ Chí Minh,18
19/10/2015,Đồng Tháp,92
20/10/2015,Bạc Liêu,43
20/10/2015,Bến Tre,49
20/10/2015,Vũng Tàu,88
21/10/2015,Cần Thơ,41
21/10/2015,Sóc Trăng,15
21/10/2015,Đồng Nai,09
22/10/2015,An Giang,27
22/10/2015,Bình Thuận,09
22/10/2015,Tây Ninh,68
23/10/2015,Bình Dương,96
23/10/2015,Trà Vinh,65
23/10/2015,Vĩnh Long,90
24/10/2015,Bình Phước,15
24/10/2015,Hậu Giang,03
24/10/2015,Hồ Chí Minh,74
24/10/2015,Long An,72
25/10/2015,Kiên Giang,35
25/10/2015,Tiền Giang,79
25/10/2015,Đà Lạt,90
26/10/2015,Cà Mau,53
26/10/2015,Hồ Chí Minh,03
26/10/2015,Đồng Tháp,68
27/10/2015,Bạc Liêu,66
27/10/2015,Bến Tre,39
27/10/2015,Vũng Tàu,99
28/10/2015,Cần Thơ,50
28/10/2015,Sóc Trăng,88
28/10/2015,Đồng Nai,86
29/10/2015,An Giang,71
29/10/2015,Bình Thuận,39
29/10/2015,Tây Ninh,07
30/10/2015,Bình Dương,09
30/10/2015,Trà Vinh,37
30/10/2015,Vĩnh Long,33
31/10/2015,Bình Phước,97
31/10/2015,Hậu Giang,42
31/10/2015,Hồ Chí Minh,82
31/10/2015,Long An,82
01/11/2015,Kiên Giang,66
01/11/2015,Tiền Giang,93
01/11/2015,Đà Lạt,07
02/11/2015,Cà Mau,43
02/11/2015,Hồ Chí Minh,74
02/11/2015,Đồng Tháp,00
03/11/2015,Bạc Liêu,23
03/11/2015,Bến Tre,71
03/11/2015,Vũng Tàu,68
04/11/2015,Cần Thơ,96
04/11/2015,Sóc Trăng,22
04/11/2015,Đồng Nai,77
05/11/2015,An Giang,41
05/11/2015,Bình Thuận,55
05/11/2015,Tây Ninh,22
06/11/2015,Bình Dương,86
06/11/2015,Trà Vinh,10
06/11/2015,Vĩnh Long,37
07/11/2015,Bình Phước,98
07/11/2015,Hậu Giang,29
07/11/2015,Hồ Chí Minh,37
07/11/2015,Long An,03
08/11/2015,Kiên Giang,74
08/11/2015,Tiền Giang,63
08/11/2015,Đà Lạt,53
09/11/2015,Cà Mau,76
09/11/2015,Hồ Chí Minh,28
09/11/2015,Đồng Tháp,65
10/11/2015,Bạc Liêu,24
10/11/2015,Bến Tre,01
10/11/2015,Vũng Tàu,71
11/11/2015,Cần Thơ,83
11/11/2015,Sóc Trăng,96
11/11/2015,Đồng Nai,40
12/11/2015,An Giang,56
12/11/2015,Bình Thuận,91
12/11/2015,Tây Ninh,01
